origin_timestamp,timestamp,tripId,trip_start_time,route,time_96,time_42
1458420863,1014,099150_1..S02X013,99150,1,1458421054,1458421714
1458420863,1014,099950_1..S02X013,99950,1,1458421565,1458422225
1458420863,1014,100150_1..N02R,100150,1,1458421835,1458421145
1458420863,1014,100750_1..S02X013,100750,1,1458422007,1458422667
1458420863,1014,100950_1..N02R,100950,1,1458422343,1458421653
1458420863,1014,101550_1..S02X013,101550,1,1458422520,1458423180
1458420863,1014,101750_1..N02R,101750,1,1458422850,1458422160
1458420863,1014,102350_1..S02X013,102350,1,1458423000,1458423660
1458420863,1014,102550_1..N02R,102550,1,1458423330,1458422640
1458420863,1014,103150_1..S02X013,103150,1,1458423480,1458424140
1458420863,1014,103350_1..N02R,103350,1,1458423810,1458423120
1458420863,1014,103950_1..S02X013,103950,1,1458423960,1458424620
1458420863,1014,104150_1..N02R,104150,1,1458424290,1458423600
1458420863,1014,097750_2..N01R,97750,2,1458421622,1458421202
1458420863,1014,097800_2..S01X027,97800,2,1458421614,1458422034
1458420863,1014,098950_2..N01R,98950,2,1458422163,1458421743
1458420863,1014,099000_2..S01X027,99000,2,1458422184,1458422604
1458420863,1014,100150_2..N01R,100150,2,1458422902,1458422482
1458420863,1014,100200_2..S01X027,100200,2,1458422871,1458423291
1458420863,1014,101350_2..N01R,101350,2,1458423587,1458423167
1458420863,1014,101400_2..S01X027,101400,2,1458423438,1458423858
1458420863,1014,102550_2..N01R,102550,2,1458424320,1458423900
1458420863,1014,102600_2..S01X027,102600,2,1458424200,1458424620
1458420863,1014,103750_2..N01R,103750,2,1458425040,1458424620
1458420863,1014,103800_2..S01X027,103800,2,1458424920,1458425340
1458420863,1014,096600_3..N01R,96600,3,1458421216,1458420796
1458420863,1014,097800_3..N01R,97800,3,1458421903,1458421483
1458420863,1014,099000_3..N01R,99000,3,1458422517,1458422097
1458420863,1014,100200_3..N01R,100200,3,1458423145,1458422725
1458420863,1014,100400_3..S01R,100400,3,1458421078,1458421498
1458420863,1014,101400_3..N01R,101400,3,1458423960,1458423540
1458420863,1014,101600_3..S01R,101600,3,1458421680,1458422100
1458420863,1014,102600_3..N01R,102600,3,1458424680,1458424260
1458420863,1014,102800_3..S01R,102800,3,1458422400,1458422820
1458420863,1014,103800_3..N01R,103800,3,1458425400,1458424980
1458420863,1014,104000_3..S01R,104000,3,1458423120,1458423540
1458420893,1014,096150_1..N02R,96150,1,1458419490,1458418800
1458420893,1014,099150_1..S02X013,99150,1,1458421051,1458421711
1458420893,1014,099950_1..S02X013,99950,1,1458421555,1458422215
1458420893,1014,100150_1..N02R,100150,1,1458421879,1458421189
1458420893,1014,100750_1..S02X013,100750,1,1458422018,1458422678
1458420893,1014,100950_1..N02R,100950,1,1458422343,1458421653
1458420893,1014,101550_1..S02X013,101550,1,1458422520,1458423180
1458420893,1014,101750_1..N02R,101750,1,1458422850,1458422160
1458420893,1014,102350_1..S02X013,102350,1,1458423000,1458423660
1458420893,1014,102550_1..N02R,102550,1,1458423330,1458422640
1458420893,1014,103150_1..S02X013,103150,1,1458423480,1458424140
1458420893,1014,103350_1..N02R,103350,1,1458423810,1458423120
1458420893,1014,103950_1..S02X013,103950,1,1458423960,1458424620
1458420893,1014,104150_1..N02R,104150,1,1458424290,1458423600
1458420893,1014,097750_2..N01R,97750,2,1458421622,1458421202
1458420893,1014,097800_2..S01X027,97800,2,1458421654,1458422074
1458420893,1014,098950_2..N01R,98950,2,1458422184,1458421764
1458420893,1014,099000_2..S01X027,99000,2,1458422144,1458422564
1458420893,1014,100150_2..N01R,100150,2,1458422939,1458422519
1458420893,1014,100200_2..S01X027,100200,2,1458422844,1458423264
1458420893,1014,101350_2..N01R,101350,2,1458423587,1458423167
1458420893,1014,101400_2..S01X027,101400,2,1458423413,1458423833
1458420893,1014,102550_2..N01R,102550,2,1458424320,1458423900
1458420893,1014,102600_2..S01X027,102600,2,1458424200,1458424620
1458420893,1014,103750_2..N01R,103750,2,1458425040,1458424620
1458420893,1014,103800_2..S01X027,103800,2,1458424920,1458425340
1458420893,1014,097800_3..N01R,97800,3,1458421937,1458421517
1458420893,1014,099000_3..N01R,99000,3,1458422551,1458422131
1458420893,1014,100200_3..N01R,100200,3,1458423239,1458422819
1458420893,1014,100400_3..S01R,100400,3,1458421092,1458421512
1458420893,1014,101400_3..N01R,101400,3,1458423926,1458423506
1458420893,1014,101600_3..S01R,101600,3,1458421680,1458422100
1458420893,1014,102600_3..N01R,102600,3,1458424680,1458424260
1458420893,1014,102800_3..S01R,102800,3,1458422400,1458422820
1458420893,1014,103800_3..N01R,103800,3,1458425400,1458424980
1458420893,1014,104000_3..S01R,104000,3,1458423120,1458423540
1458420923,1015,096150_1..N02R,96150,1,1458419490,1458418800
1458420923,1015,099150_1..S02X013,99150,1,1458421051,1458421711
1458420923,1015,099950_1..S02X013,99950,1,1458421555,1458422215
1458420923,1015,100150_1..N02R,100150,1,1458421879,1458421189
1458420923,1015,100750_1..S02X013,100750,1,1458422018,1458422678
1458420923,1015,100950_1..N02R,100950,1,1458422343,1458421653
1458420923,1015,101550_1..S02X013,101550,1,1458422520,1458423180
1458420923,1015,101750_1..N02R,101750,1,1458422850,1458422160
1458420923,1015,102350_1..S02X013,102350,1,1458423000,1458423660
1458420923,1015,102550_1..N02R,102550,1,1458423330,1458422640
1458420923,1015,103150_1..S02X013,103150,1,1458423480,1458424140
1458420923,1015,103350_1..N02R,103350,1,1458423810,1458423120
1458420923,1015,103950_1..S02X013,103950,1,1458423960,1458424620
1458420923,1015,104150_1..N02R,104150,1,1458424290,1458423600
1458420923,1015,097750_2..N01R,97750,2,1458421622,1458421202
1458420923,1015,097800_2..S01X027,97800,2,1458421654,1458422074
1458420923,1015,098950_2..N01R,98950,2,1458422184,1458421764
1458420923,1015,099000_2..S01X027,99000,2,1458422144,1458422564
1458420923,1015,100150_2..N01R,100150,2,1458422939,1458422519
1458420923,1015,100200_2..S01X027,100200,2,1458422844,1458423264
1458420923,1015,101350_2..N01R,101350,2,1458423587,1458423167
1458420923,1015,101400_2..S01X027,101400,2,1458423413,1458423833
1458420923,1015,102550_2..N01R,102550,2,1458424320,1458423900
1458420923,1015,102600_2..S01X027,102600,2,1458424200,1458424620
1458420923,1015,103750_2..N01R,103750,2,1458425040,1458424620
1458420923,1015,103800_2..S01X027,103800,2,1458424920,1458425340
1458420923,1015,097800_3..N01R,97800,3,1458421937,1458421517
1458420923,1015,099000_3..N01R,99000,3,1458422551,1458422131
1458420923,1015,100200_3..N01R,100200,3,1458423239,1458422819
1458420923,1015,100400_3..S01R,100400,3,1458421092,1458421512
1458420923,1015,101400_3..N01R,101400,3,1458423926,1458423506
1458420923,1015,101600_3..S01R,101600,3,1458421680,1458422100
1458420923,1015,102600_3..N01R,102600,3,1458424680,1458424260
1458420923,1015,102800_3..S01R,102800,3,1458422400,1458422820
1458420923,1015,103800_3..N01R,103800,3,1458425400,1458424980
1458420923,1015,104000_3..S01R,104000,3,1458423120,1458423540
1458420954,1015,096150_1..N02R,96150,1,1458419490,1458418800
1458420954,1015,099150_1..S02X013,99150,1,1458421074,1458421734
1458420954,1015,099950_1..S02X013,99950,1,1458421577,1458422237
1458420954,1015,100150_1..N02R,100150,1,1458421889,1458421199
1458420954,1015,100750_1..S02X013,100750,1,1458422003,1458422663
1458420954,1015,100950_1..N02R,100950,1,1458422300,1458421610
1458420954,1015,101550_1..S02X013,101550,1,1458422520,1458423180
1458420954,1015,101750_1..N02R,101750,1,1458422850,1458422160
1458420954,1015,102350_1..S02X013,102350,1,1458423000,1458423660
1458420954,1015,102550_1..N02R,102550,1,1458423330,1458422640
1458420954,1015,103150_1..S02X013,103150,1,1458423480,1458424140
1458420954,1015,103350_1..N02R,103350,1,1458423810,1458423120
1458420954,1015,103950_1..S02X013,103950,1,1458423960,1458424620
1458420954,1015,104150_1..N02R,104150,1,1458424290,1458423600
1458420954,1015,104750_1..S02X013,104750,1,1458424440,1458425100
