origin_timestamp,timestamp,tripId,trip_start_time,route,time_96,time_42
1458541912,151,012550_1..S02X023,12550,1,1458541861,1458542521
1458541912,151,014550_1..S02X023,14550,1,1458543119,1458543779
1458541912,151,015450_1..N02R,15450,1,1458543545,1458542885
1458541912,151,016550_1..S02X023,16550,1,1458544320,1458544980
1458541912,151,017450_1..N02R,17450,1,1458544980,1458544320
1458541912,151,013450_1..N,13450,1,1458542542,1458541997
1458541912,151,010100_2..S08X019,10100,2,1458541890,1458542550
1458541912,151,155100_2..N08R,155100,2,1458543221,1458542561
1458541912,151,012100_2..S08X019,12100,2,1458542787,1458543447
1458541912,151,013100_2..N08R,13100,2,1458544397,1458543737
1458541912,151,014100_2..S08X019,14100,2,1458543834,1458544494
1458541912,151,015100_2..N08R,15100,2,1458545460,1458544800
1458541912,151,016100_2..S08X019,16100,2,1458544980,1458545640
1458541912,151,017100_2..N08R,17100,2,1458546660,1458546000
1458541912,151,018100_2..S08X019,18100,2,1458546180,1458546840
1458541912,151,011950_3..N01R,11950,3,1458543051,1458542631
1458541912,151,013950_3..N01R,13950,3,1458544267,1458543847
1458541912,151,014250_3..S01R,14250,3,1458542118,1458542808
1458541912,151,015950_3..N01R,15950,3,1458545520,1458545100
1458541912,151,016250_3..S01R,16250,3,1458543300,1458543990
1458541912,151,017950_3..N01R,17950,3,1458546720,1458546300
1458541912,151,018250_3..S01R,18250,3,1458544500,1458545190
1458541943,152,012550_1..S02X023,12550,1,1458541878,1458542538
1458541943,152,014550_1..S02X023,14550,1,1458543137,1458543797
1458541943,152,015450_1..N02R,15450,1,1458543545,1458542885
1458541943,152,016550_1..S02X023,16550,1,1458544320,1458544980
1458541943,152,017450_1..N02R,17450,1,1458544980,1458544320
1458541943,152,013450_1..N,13450,1,1458542561,1458542016
1458541943,152,010100_2..S08X019,10100,2,1458541890,1458542550
1458541943,152,155100_2..N08R,155100,2,1458543212,1458542552
1458541943,152,012100_2..S08X019,12100,2,1458542812,1458543472
1458541943,152,013100_2..N08R,13100,2,1458544392,1458543732
1458541943,152,014100_2..S08X019,14100,2,1458543856,1458544516
1458541943,152,015100_2..N08R,15100,2,1458545482,1458544822
1458541943,152,016100_2..S08X019,16100,2,1458544980,1458545640
1458541943,152,017100_2..N08R,17100,2,1458546660,1458546000
1458541943,152,018100_2..S08X019,18100,2,1458546180,1458546840
1458541943,152,011950_3..N01R,11950,3,1458543073,1458542653
1458541943,152,013950_3..N01R,13950,3,1458544267,1458543847
1458541943,152,014250_3..S01R,14250,3,1458542165,1458542855
1458541943,152,015950_3..N01R,15950,3,1458545520,1458545100
1458541943,152,016250_3..S01R,16250,3,1458543300,1458543990
1458541943,152,017950_3..N01R,17950,3,1458546720,1458546300
1458541943,152,018250_3..S01R,18250,3,1458544500,1458545190
1458541974,152,012550_1..S02X023,12550,1,1458541878,1458542538
1458541974,152,014550_1..S02X023,14550,1,1458543137,1458543797
1458541974,152,015450_1..N02R,15450,1,1458543545,1458542885
1458541974,152,016550_1..S02X023,16550,1,1458544320,1458544980
1458541974,152,017450_1..N02R,17450,1,1458544980,1458544320
1458541974,152,013450_1..N,13450,1,1458542561,1458542016
1458541974,152,010100_2..S08X019,10100,2,1458541890,1458542550
1458541974,152,155100_2..N08R,155100,2,1458543212,1458542552
1458541974,152,012100_2..S08X019,12100,2,1458542812,1458543472
1458541974,152,013100_2..N08R,13100,2,1458544392,1458543732
1458541974,152,014100_2..S08X019,14100,2,1458543856,1458544516
1458541974,152,015100_2..N08R,15100,2,1458545482,1458544822
1458541974,152,016100_2..S08X019,16100,2,1458544980,1458545640
1458541974,152,017100_2..N08R,17100,2,1458546660,1458546000
1458541974,152,018100_2..S08X019,18100,2,1458546180,1458546840
1458541974,152,011950_3..N01R,11950,3,1458543073,1458542653
1458541974,152,013950_3..N01R,13950,3,1458544267,1458543847
1458541974,152,014250_3..S01R,14250,3,1458542165,1458542855
1458541974,152,015950_3..N01R,15950,3,1458545520,1458545100
1458541974,152,016250_3..S01R,16250,3,1458543300,1458543990
1458541974,152,017950_3..N01R,17950,3,1458546720,1458546300
1458541974,152,018250_3..S01R,18250,3,1458544500,1458545190
1458542004,153,012550_1..S02X023,12550,1,1458541930,1458542590
1458542005,153,014550_1..S02X023,14550,1,1458543146,1458543806
1458542005,153,015450_1..N02R,15450,1,1458543549,1458542889
1458542005,153,016550_1..S02X023,16550,1,1458544320,1458544980
1458542005,153,017450_1..N02R,17450,1,1458544980,1458544320
1458542005,153,013450_1..N,13450,1,1458542561,1458542016
1458542005,153,155100_2..N08R,155100,2,1458543227,1458542567
1458542005,153,012100_2..S08X019,12100,2,1458542812,1458543472
1458542005,153,013100_2..N08R,13100,2,1458544414,1458543754
1458542005,153,014100_2..S08X019,14100,2,1458543856,1458544516
1458542005,153,015100_2..N08R,15100,2,1458545482,1458544822
1458542005,153,016100_2..S08X019,16100,2,1458544980,1458545640
1458542005,153,017100_2..N08R,17100,2,1458546660,1458546000
1458542005,153,018100_2..S08X019,18100,2,1458546180,1458546840
1458542005,153,011950_3..N01R,11950,3,1458543061,1458542641
1458542005,153,013950_3..N01R,13950,3,1458544281,1458543861
1458542005,153,014250_3..S01R,14250,3,1458542168,1458542858
1458542005,153,015950_3..N01R,15950,3,1458545520,1458545100
1458542005,153,016250_3..S01R,16250,3,1458543300,1458543990
1458542005,153,017950_3..N01R,17950,3,1458546720,1458546300
1458542005,153,018250_3..S01R,18250,3,1458544500,1458545190
1458542035,153,012550_1..S02X023,12550,1,1458542000,1458542660
1458542035,153,014550_1..S02X023,14550,1,1458543146,1458543806
1458542035,153,015450_1..N02R,15450,1,1458543563,1458542903
1458542035,153,016550_1..S02X023,16550,1,1458544320,1458544980
1458542035,153,017450_1..N02R,17450,1,1458544980,1458544320
1458542035,153,013450_1..N,13450,1,1458542545,1458542000
1458542035,153,155100_2..N08R,155100,2,1458543205,1458542545
1458542035,153,012100_2..S08X019,12100,2,1458542815,1458543475
1458542035,153,013100_2..N08R,13100,2,1458544353,1458543693
1458542035,153,014100_2..S08X019,14100,2,1458543826,1458544486
1458542035,153,015100_2..N08R,15100,2,1458545478,1458544818
1458542035,153,016100_2..S08X019,16100,2,1458544980,1458545640
1458542035,153,017100_2..N08R,17100,2,1458546660,1458546000
1458542035,153,018100_2..S08X019,18100,2,1458546180,1458546840
1458542035,153,153100_2..N,153100,2,1458541525,1458540980
1458542035,153,011950_3..N01R,11950,3,1458543082,1458542662
1458542035,153,013950_3..N01R,13950,3,1458544234,1458543814
1458542035,153,014250_3..S01R,14250,3,1458542173,1458542863
1458542035,153,015950_3..N01R,15950,3,1458545520,1458545100
1458542035,153,016250_3..S01R,16250,3,1458543300,1458543990
1458542035,153,017950_3..N01R,17950,3,1458546720,1458546300
1458542035,153,018250_3..S01R,18250,3,1458544500,1458545190
1458542066,154,014550_1..S02X023,14550,1,1458543163,1458543823
1458542066,154,015450_1..N02R,15450,1,1458543575,1458542915
1458542066,154,016550_1..S02X023,16550,1,1458544320,1458544980
1458542066,154,017450_1..N02R,17450,1,1458544980,1458544320
1458542066,154,013450_1..N,13450,1,1458542545,1458542000
1458542066,154,155100_2..N08R,155100,2,1458543205,1458542545
1458542066,154,012100_2..S08X019,12100,2,1458542815,1458543475
1458542066,154,013100_2..N08R,13100,2,1458544291,1458543631
1458542066,154,014100_2..S08X019,14100,2,1458543846,1458544506
1458542066,154,015100_2..N08R,15100,2,1458545491,1458544831
1458542066,154,016100_2..S08X019,16100,2,1458544980,1458545640
1458542066,154,017100_2..N08R,17100,2,1458546660,1458546000
1458542066,154,018100_2..S08X019,18100,2,1458546180,1458546840
1458542066,154,153100_2..N,153100,2,1458541525,1458540980
1458542066,154,011950_3..N01R,11950,3,1458543082,1458542662
1458542066,154,013950_3..N01R,13950,3,1458544248,1458543828
1458542066,154,014250_3..S01R,14250,3,1458542173,1458542863
1458542066,154,015950_3..N01R,15950,3,1458545520,1458545100
1458542066,154,016250_3..S01R,16250,3,1458543300,1458543990
1458542066,154,017950_3..N01R,17950,3,1458546720,1458546300
1458542066,154,018250_3..S01R,18250,3,1458544500,1458545190
1458542097,154,014550_1..S02X023,14550,1,1458543148,1458543808
1458542097,154,015450_1..N02R,15450,1,1458543574,1458542914
1458542097,154,016550_1..S02X023,16550,1,1458544320,1458544980
1458542097,154,017450_1..N02R,17450,1,1458544980,1458544320
1458542097,154,018550_1..S02X023,18550,1,1458545520,1458546180
1458542097,154,155100_2..N08R,155100,2,1458543199,1458542539
1458542097,154,012100_2..S08X019,12100,2,1458542840,1458543500
1458542097,154,013100_2..N08R,13100,2,1458544259,1458543599
1458542097,154,014100_2..S08X019,14100,2,1458543846,1458544506
1458542097,154,015100_2..N08R,15100,2,1458545498,1458544838
1458542097,154,016100_2..S08X019,16100,2,1458544980,1458545640
1458542097,154,017100_2..N08R,17100,2,1458546660,1458546000
1458542097,154,018100_2..S08X019,18100,2,1458546180,1458546840
1458542097,154,011950_3..N01R,11950,3,1458543030,1458542610
1458542097,154,013950_3..N01R,13950,3,1458544248,1458543828
1458542097,154,014250_3..S01R,14250,3,1458542212,1458542902
1458542097,154,015950_3..N01R,15950,3,1458545520,1458545100
1458542097,154,016250_3..S01R,16250,3,1458543300,1458543990
1458542097,154,017950_3..N01R,17950,3,1458546720,1458546300
1458542097,154,018250_3..S01R,18250,3,1458544500,1458545190
1458542128,155,014550_1..S02X023,14550,1,1458543166,1458543826
1458542128,155,015450_1..N02R,15450,1,1458543780,1458543120
1458542128,155,016550_1..S02X023,16550,1,1458544320,1458544980
1458542128,155,017450_1..N02R,17450,1,1458544980,1458544320
1458542128,155,018550_1..S02X023,18550,1,1458545520,1458546180
1458542128,155,155100_2..N08R,155100,2,1458543199,1458542539
1458542128,155,012100_2..S08X019,12100,2,1458542816,1458543476
1458542128,155,013100_2..N08R,13100,2,1458544276,1458543616
1458542128,155,014100_2..S08X019,14100,2,1458543839,1458544499
1458542128,155,015100_2..N08R,15100,2,1458545512,1458544852
1458542128,155,016100_2..S08X019,16100,2,1458544980,1458545640
1458542128,155,017100_2..N08R,17100,2,1458546660,1458546000
1458542128,155,018100_2..S08X019,18100,2,1458546180,1458546840
1458542128,155,011950_3..N01R,11950,3,1458543052,1458542632
1458542128,155,013950_3..N01R,13950,3,1458544248,1458543828
1458542128,155,014250_3..S01R,14250,3,1458542212,1458542902
1458542128,155,015950_3..N01R,15950,3,1458545520,1458545100
1458542128,155,016250_3..S01R,16250,3,1458543300,1458543990
1458542128,155,017950_3..N01R,17950,3,1458546720,1458546300
1458542128,155,018250_3..S01R,18250,3,1458544500,1458545190
1458542160,156,014550_1..S02X023,14550,1,1458543166,1458543826
1458542160,156,015450_1..N02R,15450,1,1458543566,1458542906
1458542160,156,016550_1..S02X023,16550,1,1458544320,1458544980
1458542160,156,017450_1..N02R,17450,1,1458544980,1458544320
1458542160,156,018550_1..S02X023,18550,1,1458545520,1458546180
1458542160,156,155100_2..N08R,155100,2,1458543213,1458542553
